service_id,service_type_id,client_name,hours,service_date,service_time,hourly_rate,total_revenue,branch_id,department,service_description,Country,Region,Day_nbr,Day_name,weekend,Day,Month,Year,Hour,Periods per day,Season,Revenue_Level,Weeks
7358,3,Hammond PLC,4,28/06/2023,13:40:38,600,2400,AM,Advisory,Quarterly Review,United States,Americas,28,Sunday,Weekend,Sunday - 28,June,2023,13,Midday/Noon,Summer,Medium,Week 4
7360,8,"Hayes, Elliott and T",5,8/5/2023,6:19:39,300,1500,AM,Management,Quarterly Review,United States,Americas,08,Monday,No,Monday - 08,May,2023,6,Morning,Spring,Low,Week 2
7363,6,Farley PLC,1,8/9/2023,16:27:05,1500,1500,AM,Management,Strategy Consulting,United States,Americas,08,Monday,No,Monday - 08,September,2023,16,Afternoon,Autumn,Low,Week 2
7368,3,Robbins-Johnson,2,15/03/2023,3:42:55,900,1800,AM,Legal,Strategy Consulting,United States,Americas,15,Monday,No,Monday - 15,March,2023,3,Midnight and After,Spring,Medium,Week 3
7378,4,Perry LLC,5,26/04/2023,1:49:35,600,3000,AM,Management,Legal Consultation,United States,Americas,26,Friday,No,Friday - 26,April,2023,1,Midnight and After,Spring,Medium,Week 4
7381,8,"Nguyen, Cummings and",1,20/04/2023,4:00:15,1200,1200,AM,Legal,Annual Tax Filing,United States,Americas,20,Saturday,Weekend,Saturday - 20,April,2023,4,Midnight and After,Spring,Low,Week 3
7383,9,Wilson Ltd,1,28/08/2023,18:54:06,900,900,AM,Tax,Market Analysis,United States,Americas,28,Sunday,Weekend,Sunday - 28,August,2023,18,Evening,Summer,Low,Week 4
7386,9,Austin LLC,2,13/02/2023,18:44:10,300,600,AM,Audit,Quarterly Review,United States,Americas,13,Saturday,Weekend,Saturday - 13,February,2023,18,Evening,Winter,Low,Week 2
7394,8,Navarro and Sons,2,30/04/2023,4:34:32,1500,3000,AM,Tax,Quarterly Review,United States,Americas,30,Tuesday,No,Tuesday - 30,April,2023,4,Midnight and After,Spring,Medium,Week 4
7399,9,Leach PLC,1,16/11/2023,10:09:58,900,900,AM,Legal,Market Analysis,United States,Americas,16,Tuesday,No,Tuesday - 16,November,2023,10,Morning,Autumn,Low,Week 3
7400,2,Smith PLC,5,7/5/2023,6:32:19,900,4500,AM,Tax,Annual Tax Filing,United States,Americas,07,Sunday,Weekend,Sunday - 07,May,2023,6,Morning,Spring,High,Week 1
7407,3,Reese PLC,6,23/03/2023,8:01:15,900,5400,AM,Audit,Legal Consultation,United States,Americas,23,Tuesday,No,Tuesday - 23,March,2023,8,Morning,Spring,High,Week 4
7416,3,Barnes and Sons,6,8/6/2023,1:46:56,900,5400,AM,Tax,Legal Consultation,United States,Americas,08,Monday,No,Monday - 08,June,2023,1,Midnight and After,Summer,High,Week 2
7418,2,"Robles, Glenn and Ng",3,22/04/2023,1:45:58,1500,4500,AM,Tax,Market Analysis,United States,Americas,22,Monday,No,Monday - 22,April,2023,1,Midnight and After,Spring,High,Week 4
7421,6,Spencer Group,5,23/10/2023,8:46:02,1500,7500,AM,Legal,Quarterly Review,United States,Americas,23,Tuesday,No,Tuesday - 23,October,2023,8,Morning,Autumn,High,Week 4
7423,7,Stephens Inc,6,4/1/2023,2:11:00,900,5400,AM,Advisory,Market Analysis,United States,Americas,04,Thursday,No,Thursday - 04,January,2023,2,Midnight and After,Winter,High,Week 1
7427,2,"Gallagher, Drake and",3,8/12/2023,18:25:32,300,900,AM,Tax,Quarterly Review,United States,Americas,08,Monday,No,Monday - 08,December,2023,18,Evening,Winter,Low,Week 2
7433,6,Chen-Cunningham,3,17/03/2023,12:54:01,1200,3600,AM,Legal,Market Analysis,United States,Americas,17,Wednesday,No,Wednesday - 17,March,2023,12,Midday/Noon,Spring,High,Week 3
7435,1,"Rich, Gray and Graha",5,24/03/2023,17:04:45,1200,6000,AM,Management,Strategy Consulting,United States,Americas,24,Wednesday,No,Wednesday - 24,March,2023,17,Afternoon,Spring,High,Week 4
7436,9,"Smith, Fitzgerald an",5,14/07/2023,21:12:35,1200,6000,AM,Audit,Market Analysis,United States,Americas,14,Sunday,Weekend,Sunday - 14,July,2023,21,Night,Summer,High,Week 2
7438,3,"Saunders, Scott and ",8,15/04/2023,8:46:27,300,2400,AM,Audit,Annual Tax Filing,United States,Americas,15,Monday,No,Monday - 15,April,2023,8,Morning,Spring,Medium,Week 3
7441,5,Dalton LLC,2,15/02/2023,16:58:33,1500,3000,AM,Tax,Market Analysis,United States,Americas,15,Monday,No,Monday - 15,February,2023,16,Afternoon,Winter,Medium,Week 3
7444,6,"Castaneda, Hawkins a",5,16/05/2023,16:39:33,1500,7500,AM,Tax,Quarterly Review,United States,Americas,16,Tuesday,No,Tuesday - 16,May,2023,16,Afternoon,Spring,High,Week 3
7448,6,Garcia LLC,7,18/02/2023,2:57:01,900,6300,AM,Tax,Strategy Consulting,United States,Americas,18,Thursday,No,Thursday - 18,February,2023,2,Midnight and After,Winter,High,Week 3
7449,8,Hunter Ltd,8,2/10/2023,19:34:18,600,4800,AM,Audit,Legal Consultation,United States,Americas,02,Tuesday,No,Tuesday - 02,October,2023,19,Evening,Autumn,High,Week 1
7453,9,Landry-Parsons,2,30/11/2023,20:09:36,600,1200,AM,Legal,Market Analysis,United States,Americas,30,Tuesday,No,Tuesday - 30,November,2023,20,Evening,Autumn,Low,Week 4
7457,1,"Williams, Webb and P",5,24/07/2023,16:26:34,1500,7500,AM,Legal,Quarterly Review,United States,Americas,24,Wednesday,No,Wednesday - 24,July,2023,16,Afternoon,Summer,High,Week 4
7459,8,Herrera PLC,1,10/8/2023,2:06:37,300,300,AM,Legal,Market Analysis,United States,Americas,10,Wednesday,No,Wednesday - 10,August,2023,2,Midnight and After,Summer,Low,Week 2
7462,4,Vargas-Foster,6,16/06/2023,10:18:17,900,5400,AM,Tax,Legal Consultation,United States,Americas,16,Tuesday,No,Tuesday - 16,June,2023,10,Morning,Summer,High,Week 3
7463,3,"Hines, Bennett and R",5,31/07/2023,12:31:45,600,3000,AM,Tax,Quarterly Review,United States,Americas,31,Wednesday,No,Wednesday - 31,July,2023,12,Midday/Noon,Summer,Medium,Week 4
7474,4,"Austin, Cisneros and",2,3/11/2023,10:30:17,300,600,AM,Audit,Annual Tax Filing,United States,Americas,03,Wednesday,No,Wednesday - 03,November,2023,10,Morning,Autumn,Low,Week 1
7475,6,Gibson Group,4,12/1/2023,16:21:48,600,2400,AM,Tax,Annual Tax Filing,United States,Americas,12,Friday,No,Friday - 12,January,2023,16,Afternoon,Winter,Medium,Week 2
7476,3,Anderson-Lucas,3,20/08/2023,6:40:32,900,2700,AM,Tax,Annual Tax Filing,United States,Americas,20,Saturday,Weekend,Saturday - 20,August,2023,6,Morning,Summer,Medium,Week 3
7479,5,Paul Group,2,16/09/2023,16:41:27,600,1200,AM,Legal,Market Analysis,United States,Americas,16,Tuesday,No,Tuesday - 16,September,2023,16,Afternoon,Autumn,Low,Week 3
7481,3,Lopez Group,8,10/6/2023,16:54:13,300,2400,AM,Advisory,Market Analysis,United States,Americas,10,Wednesday,No,Wednesday - 10,June,2023,16,Afternoon,Summer,Medium,Week 2
7482,5,Mosley Group,6,8/5/2023,11:49:21,900,5400,AM,Management,Quarterly Review,United States,Americas,08,Monday,No,Monday - 08,May,2023,11,Morning,Spring,High,Week 2
7499,9,Weaver-Wright,3,28/08/2023,11:04:33,300,900,AM,Management,Strategy Consulting,United States,Americas,28,Sunday,Weekend,Sunday - 28,August,2023,11,Morning,Summer,Low,Week 4
7502,8,"Reynolds, Walker and",6,6/9/2023,8:04:32,300,1800,AM,Legal,Quarterly Review,United States,Americas,06,Saturday,Weekend,Saturday - 06,September,2023,8,Morning,Autumn,Medium,Week 1
7503,9,"Huynh, Santos and Ro",3,21/11/2023,2:12:31,300,900,AM,Legal,Quarterly Review,United States,Americas,21,Sunday,Weekend,Sunday - 21,November,2023,2,Midnight and After,Autumn,Low,Week 3
7504,4,Bird LLC,5,22/04/2023,17:40:33,600,3000,AM,Management,Strategy Consulting,United States,Americas,22,Monday,No,Monday - 22,April,2023,17,Afternoon,Spring,Medium,Week 4
7508,7,Lee Inc,4,31/05/2023,19:16:45,900,3600,AM,Advisory,Strategy Consulting,United States,Americas,31,Wednesday,No,Wednesday - 31,May,2023,19,Evening,Spring,High,Week 4
7514,8,Castillo and Sons,6,9/10/2023,2:39:26,600,3600,AM,Audit,Strategy Consulting,United States,Americas,09,Tuesday,No,Tuesday - 09,October,2023,2,Midnight and After,Autumn,High,Week 2
7515,6,Sloan Group,3,7/7/2023,13:24:58,600,1800,AM,Tax,Quarterly Review,United States,Americas,07,Sunday,Weekend,Sunday - 07,July,2023,13,Midday/Noon,Summer,Medium,Week 1
7519,4,"Duncan, Mcbride and ",6,14/03/2023,15:05:18,300,1800,AM,Legal,Annual Tax Filing,United States,Americas,14,Sunday,Weekend,Sunday - 14,March,2023,15,Afternoon,Spring,Medium,Week 2
7522,4,Davis-Harvey,3,12/3/2023,3:52:08,1200,3600,AM,Advisory,Strategy Consulting,United States,Americas,12,Friday,No,Friday - 12,March,2023,3,Midnight and After,Spring,High,Week 2
7525,4,Mcdonald-Fowler,1,27/01/2023,7:39:56,1200,1200,AM,Management,Quarterly Review,United States,Americas,27,Saturday,Weekend,Saturday - 27,January,2023,7,Morning,Winter,Low,Week 4
7527,2,Anthony LLC,6,19/01/2023,12:59:48,600,3600,AM,Tax,Quarterly Review,United States,Americas,19,Friday,No,Friday - 19,January,2023,12,Midday/Noon,Winter,High,Week 3
7531,9,Dennis LLC,6,14/10/2023,2:06:31,900,5400,AM,Audit,Strategy Consulting,United States,Americas,14,Sunday,Weekend,Sunday - 14,October,2023,2,Midnight and After,Autumn,High,Week 2
7537,9,Dean-Gonzalez,5,8/3/2023,13:25:20,1500,7500,AM,Audit,Annual Tax Filing,United States,Americas,08,Monday,No,Monday - 08,March,2023,13,Midday/Noon,Spring,High,Week 2
7542,4,Lindsey-Stevenson,4,19/10/2023,9:43:55,600,2400,AM,Management,Strategy Consulting,United States,Americas,19,Friday,No,Friday - 19,October,2023,9,Morning,Autumn,Medium,Week 3
7544,6,"Reynolds, Mccullough",5,15/11/2023,8:19:02,1200,6000,AM,Advisory,Legal Consultation,United States,Americas,15,Monday,No,Monday - 15,November,2023,8,Morning,Autumn,High,Week 3
7545,3,Soto-Sosa,5,7/10/2023,16:36:50,1200,6000,AM,Tax,Annual Tax Filing,United States,Americas,07,Sunday,Weekend,Sunday - 07,October,2023,16,Afternoon,Autumn,High,Week 1
7548,5,Ryan-Warner,4,29/04/2023,5:42:29,600,2400,AM,Management,Annual Tax Filing,United States,Americas,29,Monday,No,Monday - 29,April,2023,5,Midnight and After,Spring,Medium,Week 4
7549,8,Richardson-Garcia,4,9/7/2023,19:02:41,600,2400,AM,Legal,Market Analysis,United States,Americas,09,Tuesday,No,Tuesday - 09,July,2023,19,Evening,Summer,Medium,Week 2
7560,1,"Estrada, Thomas and ",7,22/03/2023,21:38:36,1500,10500,AM,Audit,Legal Consultation,United States,Americas,22,Monday,No,Monday - 22,March,2023,21,Night,Spring,High,Week 4
7561,2,"Espinoza, Parker and",3,28/03/2023,7:19:24,900,2700,AM,Management,Strategy Consulting,United States,Americas,28,Sunday,Weekend,Sunday - 28,March,2023,7,Morning,Spring,Medium,Week 4
7563,9,Patel PLC,1,27/02/2023,8:28:49,900,900,AM,Management,Quarterly Review,United States,Americas,27,Saturday,Weekend,Saturday - 27,February,2023,8,Morning,Winter,Low,Week 4
7566,8,"Clark, Mclean and Ch",5,30/12/2023,14:26:38,1500,7500,AM,Tax,Market Analysis,United States,Americas,30,Tuesday,No,Tuesday - 30,December,2023,14,Afternoon,Winter,High,Week 4
7569,5,Welch-Burke,4,11/9/2023,7:25:42,600,2400,AM,Audit,Legal Consultation,United States,Americas,11,Thursday,No,Thursday - 11,September,2023,7,Morning,Autumn,Medium,Week 2
7581,9,Estrada Group,3,13/06/2023,3:44:32,300,900,AM,Tax,Strategy Consulting,United States,Americas,13,Saturday,Weekend,Saturday - 13,June,2023,3,Midnight and After,Summer,Low,Week 2
7590,4,Cunningham Ltd,4,18/04/2023,1:27:45,1200,4800,AM,Audit,Strategy Consulting,United States,Americas,18,Thursday,No,Thursday - 18,April,2023,1,Midnight and After,Spring,High,Week 3
7592,3,"Williams, Brown and ",4,22/04/2023,20:27:28,1500,6000,AM,Tax,Annual Tax Filing,United States,Americas,22,Monday,No,Monday - 22,April,2023,20,Evening,Spring,High,Week 4
7596,8,Solis Group,5,4/2/2023,21:34:47,900,4500,AM,Legal,Legal Consultation,United States,Americas,04,Thursday,No,Thursday - 04,February,2023,21,Night,Winter,High,Week 1
7605,5,Walls Ltd,8,26/08/2023,7:59:45,600,4800,AM,Legal,Annual Tax Filing,United States,Americas,26,Friday,No,Friday - 26,August,2023,7,Morning,Summer,High,Week 4
7608,8,"Collins, Warner and ",1,30/11/2023,11:49:39,300,300,AM,Management,Legal Consultation,United States,Americas,30,Tuesday,No,Tuesday - 30,November,2023,11,Morning,Autumn,Low,Week 4
7611,9,"Hatfield, Williamson",5,26/05/2023,1:43:10,300,1500,AM,Audit,Annual Tax Filing,United States,Americas,26,Friday,No,Friday - 26,May,2023,1,Midnight and After,Spring,Low,Week 4
7612,4,Wood-Smith,1,4/3/2023,4:17:28,300,300,AM,Audit,Annual Tax Filing,United States,Americas,04,Thursday,No,Thursday - 04,March,2023,4,Midnight and After,Spring,Low,Week 1
7618,6,"Perry, Martin and Ad",4,5/3/2023,1:50:25,600,2400,AM,Tax,Quarterly Review,United States,Americas,05,Friday,No,Friday - 05,March,2023,1,Midnight and After,Spring,Medium,Week 1
7620,8,"Wyatt, Allen and Pat",2,31/08/2023,0:17:46,600,1200,AM,Advisory,Market Analysis,United States,Americas,31,Wednesday,No,Wednesday - 31,August,2023,0,Midnight and After,Summer,Low,Week 4
7631,3,House-Ho,7,23/10/2023,20:50:32,300,2100,AM,Tax,Quarterly Review,United States,Americas,23,Tuesday,No,Tuesday - 23,October,2023,20,Evening,Autumn,Medium,Week 4
7633,6,"Gomez, Huff and Brad",4,3/6/2023,14:48:24,600,2400,AM,Advisory,Quarterly Review,United States,Americas,03,Wednesday,No,Wednesday - 03,June,2023,14,Afternoon,Summer,Medium,Week 1
7634,7,Welch PLC,7,20/09/2023,3:42:11,900,6300,AM,Tax,Legal Consultation,United States,Americas,20,Saturday,Weekend,Saturday - 20,September,2023,3,Midnight and After,Autumn,High,Week 3
7644,1,"Burns, Butler and Ta",7,13/06/2023,2:10:53,1500,10500,AM,Tax,Annual Tax Filing,United States,Americas,13,Saturday,Weekend,Saturday - 13,June,2023,2,Midnight and After,Summer,High,Week 2
7645,6,"Gomez, Smith and Lop",4,3/6/2023,20:27:18,900,3600,AM,Management,Legal Consultation,United States,Americas,03,Wednesday,No,Wednesday - 03,June,2023,20,Evening,Summer,High,Week 1
7648,3,Huff and Sons,6,7/9/2023,10:14:28,300,1800,AM,Legal,Annual Tax Filing,United States,Americas,07,Sunday,Weekend,Sunday - 07,September,2023,10,Morning,Autumn,Medium,Week 1
7656,5,"Bishop, Martin and W",5,2/1/2023,9:00:30,300,1500,AM,Management,Quarterly Review,United States,Americas,02,Tuesday,No,Tuesday - 02,January,2023,9,Morning,Winter,Low,Week 1
7657,5,Cox-Ramirez,7,4/12/2023,13:35:01,1200,8400,AM,Management,Market Analysis,United States,Americas,04,Thursday,No,Thursday - 04,December,2023,13,Midday/Noon,Winter,High,Week 1
7662,4,Brown and Sons,5,23/02/2023,0:49:56,1200,6000,AM,Audit,Quarterly Review,United States,Americas,23,Tuesday,No,Tuesday - 23,February,2023,0,Midnight and After,Winter,High,Week 4
7667,2,"Hill, Owens and Frye",6,3/4/2023,20:01:34,600,3600,AM,Tax,Market Analysis,United States,Americas,03,Wednesday,No,Wednesday - 03,April,2023,20,Evening,Spring,High,Week 1
7669,4,Duarte-Lynch,2,14/09/2023,3:27:01,900,1800,AM,Management,Strategy Consulting,United States,Americas,14,Sunday,Weekend,Sunday - 14,September,2023,3,Midnight and After,Autumn,Medium,Week 2
7670,4,Williams-Stanley,5,19/09/2023,9:10:18,1200,6000,AM,Tax,Annual Tax Filing,United States,Americas,19,Friday,No,Friday - 19,September,2023,9,Morning,Autumn,High,Week 3
7672,8,White PLC,5,13/09/2023,5:58:28,900,4500,AM,Legal,Legal Consultation,United States,Americas,13,Saturday,Weekend,Saturday - 13,September,2023,5,Midnight and After,Autumn,High,Week 2
7673,3,Kelly Inc,5,22/10/2023,0:32:32,1200,6000,AM,Management,Quarterly Review,United States,Americas,22,Monday,No,Monday - 22,October,2023,0,Midnight and After,Autumn,High,Week 4
7674,7,Washington LLC,7,1/2/2023,17:31:34,900,6300,AM,Legal,Strategy Consulting,United States,Americas,01,Monday,No,Monday - 01,February,2023,17,Afternoon,Winter,High,Week 1
7675,7,"Graham, Cooper and B",4,10/1/2023,5:26:42,300,1200,AM,Management,Market Analysis,United States,Americas,10,Wednesday,No,Wednesday - 10,January,2023,5,Midnight and After,Winter,Low,Week 2
7677,4,Stone-Smith,2,14/02/2023,20:56:24,1500,3000,AM,Audit,Strategy Consulting,United States,Americas,14,Sunday,Weekend,Sunday - 14,February,2023,20,Evening,Winter,Medium,Week 2
7679,7,Jenkins-Elliott,7,6/6/2023,8:07:29,900,6300,AM,Advisory,Quarterly Review,United States,Americas,06,Saturday,Weekend,Saturday - 06,June,2023,8,Morning,Summer,High,Week 1
7686,6,"Hebert, Lewis and Di",5,22/01/2023,4:45:57,1500,7500,AM,Legal,Legal Consultation,United States,Americas,22,Monday,No,Monday - 22,January,2023,4,Midnight and After,Winter,High,Week 4
7687,2,Gordon-Blanchard,4,24/04/2023,6:29:16,1500,6000,AM,Management,Market Analysis,United States,Americas,24,Wednesday,No,Wednesday - 24,April,2023,6,Morning,Spring,High,Week 4
7698,9,Austin-Jackson,8,7/9/2023,11:24:45,900,7200,AM,Legal,Quarterly Review,United States,Americas,07,Sunday,Weekend,Sunday - 07,September,2023,11,Morning,Autumn,High,Week 1
7700,4,Howard-Wright,6,1/6/2023,3:30:39,300,1800,AM,Management,Annual Tax Filing,United States,Americas,01,Monday,No,Monday - 01,June,2023,3,Midnight and After,Summer,Medium,Week 1
7701,2,"Gomez, Bryant and An",2,11/8/2023,5:01:14,1200,2400,AM,Advisory,Annual Tax Filing,United States,Americas,11,Thursday,No,Thursday - 11,August,2023,5,Midnight and After,Summer,Medium,Week 2
7705,6,Joseph Ltd,4,10/6/2023,10:17:13,1500,6000,AM,Tax,Strategy Consulting,United States,Americas,10,Wednesday,No,Wednesday - 10,June,2023,10,Morning,Summer,High,Week 2
7707,5,Martinez and Sons,6,4/7/2023,5:16:43,600,3600,AM,Legal,Strategy Consulting,United States,Americas,04,Thursday,No,Thursday - 04,July,2023,5,Midnight and After,Summer,High,Week 1
7714,1,Morrison-Meza,6,15/07/2023,4:04:57,900,5400,AM,Advisory,Strategy Consulting,United States,Americas,15,Monday,No,Monday - 15,July,2023,4,Midnight and After,Summer,High,Week 3
7725,6,Dean-Taylor,7,24/09/2023,18:04:39,300,2100,AM,Legal,Quarterly Review,United States,Americas,24,Wednesday,No,Wednesday - 24,September,2023,18,Evening,Autumn,Medium,Week 4
7727,9,Castillo-White,4,17/06/2023,13:10:23,1200,4800,AM,Advisory,Quarterly Review,United States,Americas,17,Wednesday,No,Wednesday - 17,June,2023,13,Midday/Noon,Summer,High,Week 3
7728,1,"Pugh, Walker and Pro",2,18/01/2023,20:24:28,300,600,AM,Tax,Quarterly Review,United States,Americas,18,Thursday,No,Thursday - 18,January,2023,20,Evening,Winter,Low,Week 3
7730,6,"Wheeler, Nash and An",6,19/07/2023,23:54:01,300,1800,AM,Audit,Legal Consultation,United States,Americas,19,Friday,No,Friday - 19,July,2023,23,Night,Summer,Medium,Week 3
7736,3,Green Ltd,6,30/11/2023,10:32:01,1200,7200,AM,Audit,Market Analysis,United States,Americas,30,Tuesday,No,Tuesday - 30,November,2023,10,Morning,Autumn,High,Week 4
7742,7,Parker PLC,8,16/02/2023,11:00:22,600,4800,AM,Management,Annual Tax Filing,United States,Americas,16,Tuesday,No,Tuesday - 16,February,2023,11,Morning,Winter,High,Week 3
7749,5,Sullivan and Sons,7,22/01/2023,11:40:43,1500,10500,AM,Legal,Strategy Consulting,United States,Americas,22,Monday,No,Monday - 22,January,2023,11,Morning,Winter,High,Week 4
7752,8,"Horne, Ponce and Wil",2,1/9/2023,22:29:21,300,600,AM,Advisory,Quarterly Review,United States,Americas,01,Monday,No,Monday - 01,September,2023,22,Night,Autumn,Low,Week 1
7758,9,Smith PLC,7,8/2/2023,7:54:45,1200,8400,AM,Management,Annual Tax Filing,United States,Americas,08,Monday,No,Monday - 08,February,2023,7,Morning,Winter,High,Week 2
7764,5,Dixon Group,5,25/02/2023,15:46:21,600,3000,AM,Audit,Market Analysis,United States,Americas,25,Thursday,No,Thursday - 25,February,2023,15,Afternoon,Winter,Medium,Week 4
7771,1,Lee-Simon,2,15/01/2023,23:11:46,900,1800,AM,Advisory,Market Analysis,United States,Americas,15,Monday,No,Monday - 15,January,2023,23,Night,Winter,Medium,Week 3
7772,7,Spencer Group,6,18/01/2023,0:29:40,1200,7200,AM,Management,Quarterly Review,United States,Americas,18,Thursday,No,Thursday - 18,January,2023,0,Midnight and After,Winter,High,Week 3
7774,2,Bryant Group,5,24/03/2023,4:35:10,600,3000,AM,Advisory,Market Analysis,United States,Americas,24,Wednesday,No,Wednesday - 24,March,2023,4,Midnight and After,Spring,Medium,Week 4
7776,7,"Howe, Williams and W",3,29/05/2023,4:54:23,900,2700,AM,Tax,Legal Consultation,United States,Americas,29,Monday,No,Monday - 29,May,2023,4,Midnight and After,Spring,Medium,Week 4
7779,8,Smith and Sons,4,13/09/2023,12:58:01,900,3600,AM,Legal,Strategy Consulting,United States,Americas,13,Saturday,Weekend,Saturday - 13,September,2023,12,Midday/Noon,Autumn,High,Week 2
7780,5,Williams-Wilson,1,12/7/2023,14:20:18,300,300,AM,Management,Annual Tax Filing,United States,Americas,12,Friday,No,Friday - 12,July,2023,14,Afternoon,Summer,Low,Week 2
7789,4,Tucker-Harris,7,2/10/2023,20:30:14,600,4200,AM,Tax,Annual Tax Filing,United States,Americas,02,Tuesday,No,Tuesday - 02,October,2023,20,Evening,Autumn,High,Week 1
7790,7,"Johnson, Wilson and ",5,6/12/2023,2:35:34,600,3000,AM,Audit,Strategy Consulting,United States,Americas,06,Saturday,Weekend,Saturday - 06,December,2023,2,Midnight and After,Winter,Medium,Week 1
7800,6,Holmes-Hanson,2,3/3/2023,12:48:54,900,1800,AM,Tax,Market Analysis,United States,Americas,03,Wednesday,No,Wednesday - 03,March,2023,12,Midday/Noon,Spring,Medium,Week 1
7802,3,Elliott Ltd,8,11/3/2023,18:09:44,300,2400,AM,Tax,Strategy Consulting,United States,Americas,11,Thursday,No,Thursday - 11,March,2023,18,Evening,Spring,Medium,Week 2
7808,6,"Hale, Rogers and Gon",8,20/09/2023,11:45:38,1500,12000,AM,Management,Legal Consultation,United States,Americas,20,Saturday,Weekend,Saturday - 20,September,2023,11,Morning,Autumn,High,Week 3
7814,6,Morton and Sons,4,9/1/2023,20:35:07,1200,4800,AM,Audit,Annual Tax Filing,United States,Americas,09,Tuesday,No,Tuesday - 09,January,2023,20,Evening,Winter,High,Week 2
7816,5,Burns-Jones,4,5/3/2023,2:12:28,900,3600,AM,Management,Annual Tax Filing,United States,Americas,05,Friday,No,Friday - 05,March,2023,2,Midnight and After,Spring,High,Week 1
7818,5,Benton-Miller,6,18/08/2023,19:02:51,900,5400,AM,Tax,Strategy Consulting,United States,Americas,18,Thursday,No,Thursday - 18,August,2023,19,Evening,Summer,High,Week 3
7820,2,"Reed, Madden and Joh",4,9/1/2023,17:33:40,900,3600,AM,Audit,Legal Consultation,United States,Americas,09,Tuesday,No,Tuesday - 09,January,2023,17,Afternoon,Winter,High,Week 2
7823,5,Thomas-Juarez,6,8/9/2023,15:47:52,600,3600,AM,Advisory,Annual Tax Filing,United States,Americas,08,Monday,No,Monday - 08,September,2023,15,Afternoon,Autumn,High,Week 2
7826,1,George-Hogan,4,7/2/2023,20:38:00,300,1200,AM,Management,Legal Consultation,United States,Americas,07,Sunday,Weekend,Sunday - 07,February,2023,20,Evening,Winter,Low,Week 1
7833,4,Heath Inc,2,17/06/2023,14:26:21,900,1800,AM,Tax,Strategy Consulting,United States,Americas,17,Wednesday,No,Wednesday - 17,June,2023,14,Afternoon,Summer,Medium,Week 3
7836,7,Curtis PLC,7,19/05/2023,4:09:35,900,6300,AM,Legal,Strategy Consulting,United States,Americas,19,Friday,No,Friday - 19,May,2023,4,Midnight and After,Spring,High,Week 3
7841,8,"Edwards, Bond and Wh",3,28/10/2023,14:21:24,1500,4500,AM,Legal,Annual Tax Filing,United States,Americas,28,Sunday,Weekend,Sunday - 28,October,2023,14,Afternoon,Autumn,High,Week 4
7849,7,Campbell-Wilson,4,5/10/2023,11:25:49,1500,6000,AM,Advisory,Legal Consultation,United States,Americas,05,Friday,No,Friday - 05,October,2023,11,Morning,Autumn,High,Week 1
7851,5,"Hall, Garcia and Rob",8,3/6/2023,19:56:57,600,4800,AM,Management,Annual Tax Filing,United States,Americas,03,Wednesday,No,Wednesday - 03,June,2023,19,Evening,Summer,High,Week 1
7854,7,"May, Khan and Yates",6,13/09/2023,2:57:33,1500,9000,AM,Legal,Quarterly Review,United States,Americas,13,Saturday,Weekend,Saturday - 13,September,2023,2,Midnight and After,Autumn,High,Week 2
7857,4,Thomas Inc,2,23/05/2023,0:19:25,300,600,AM,Legal,Quarterly Review,United States,Americas,23,Tuesday,No,Tuesday - 23,May,2023,0,Midnight and After,Spring,Low,Week 4
7866,5,"Johnson, Sloan and F",8,8/7/2023,4:06:01,300,2400,AM,Legal,Quarterly Review,United States,Americas,08,Monday,No,Monday - 08,July,2023,4,Midnight and After,Summer,Medium,Week 2
7867,9,"Ellison, Hart and Go",3,16/02/2023,18:09:33,900,2700,AM,Tax,Legal Consultation,United States,Americas,16,Tuesday,No,Tuesday - 16,February,2023,18,Evening,Winter,Medium,Week 3
7872,9,Lee Group,6,2/7/2023,15:43:17,1200,7200,AM,Audit,Strategy Consulting,United States,Americas,02,Tuesday,No,Tuesday - 02,July,2023,15,Afternoon,Summer,High,Week 1
7884,8,"Dixon, Harris and Al",8,19/09/2023,11:18:57,1500,12000,AM,Advisory,Legal Consultation,United States,Americas,19,Friday,No,Friday - 19,September,2023,11,Morning,Autumn,High,Week 3
7885,8,Lucas-Sanchez,6,19/08/2023,18:40:18,1500,9000,AM,Management,Annual Tax Filing,United States,Americas,19,Friday,No,Friday - 19,August,2023,18,Evening,Summer,High,Week 3
7890,8,White-Lynch,2,18/11/2023,5:42:33,600,1200,AM,Legal,Annual Tax Filing,United States,Americas,18,Thursday,No,Thursday - 18,November,2023,5,Midnight and After,Autumn,Low,Week 3
7894,7,"Lopez, Cook and Ande",2,31/05/2023,21:10:36,600,1200,AM,Advisory,Strategy Consulting,United States,Americas,31,Wednesday,No,Wednesday - 31,May,2023,21,Night,Spring,Low,Week 4
7896,2,"Lewis, Murphy and Es",6,13/07/2023,9:09:47,1200,7200,AM,Audit,Annual Tax Filing,United States,Americas,13,Saturday,Weekend,Saturday - 13,July,2023,9,Morning,Summer,High,Week 2
7898,2,Russell-Jackson,1,1/10/2023,5:42:52,600,600,AM,Audit,Annual Tax Filing,United States,Americas,01,Monday,No,Monday - 01,October,2023,5,Midnight and After,Autumn,Low,Week 1
7899,2,"Johnson, Norton and ",4,22/02/2023,15:52:56,1200,4800,AM,Audit,Market Analysis,United States,Americas,22,Monday,No,Monday - 22,February,2023,15,Afternoon,Winter,High,Week 4
